pride_national,pride_religious,strongleader,limitedelections,erdoganmission,erdoganinspiring,akpstate,akpmuslims,trust_religiousauthority,trust_presidentialsystem,success_erdogan,success_economyminister,policy_povertyreduction,policy_economy,policy_internalsecurity,ci_lifequality,ri_system_1,regimevoter
100,100,80,100,80,100,100,60,80,100,80,60,60,80,100,60,5,1
60,60,80,100,100,100,60,100,100,100,100,60,100,100,100,60,5,1
72,96,80,68,60,80,40,40,52,40,60,60,40,40,40,60,3,1
60,96,64,60,80,60,100,60,60,80,80,60,60,56,64,60,4,0
60,20,20,20,20,20,20,20,20,20,20,40,20,20,40,40,1,1
20,48,20,40,20,20,20,20,20,20,20,20,20,20,40,20,1,0
100,100,60,100,40,40,40,100,100,60,60,20,40,40,60,40,3,1
100,100,80,60,40,40,40,60,80,52,60,60,60,40,80,40,2,1
100,80,100,100,100,100,100,100,100,100,100,88,60,60,80,40,3,1
80,80,80,20,100,80,80,100,80,80,92,80,80,80,80,80,4,1
100,100,100,20,100,100,100,40,100,100,100,80,80,80,100,100,5,1
100,100,80,60,80,80,20,100,80,80,100,80,80,60,100,40,5,1
100,100,100,100,100,100,100,20,20,80,100,20,20,20,60,20,5,1
60,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,80,60,100,80,100,80,100,100,100,80,60,40,80,80,5,1
80,40,60,40,80,40,40,20,20,20,40,40,20,20,60,20,2,0
20,36,20,20,100,20,20,20,20,20,20,20,20,20,20,20,1,0
20,32,60,36,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1
40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1
100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,5,1
20,36,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
100,100,20,20,40,40,20,20,60,40,40,40,40,20,60,40,2,0
100,100,100,100,100,100,40,100,80,100,100,100,80,100,100,80,5,1
100,100,60,60,100,80,80,80,100,100,100,76,80,80,100,80,4,0
100,100,80,80,80,80,40,80,60,60,80,80,80,60,100,80,4,0
100,60,100,40,20,60,20,20,20,40,48,28,20,20,60,40,1,0
100,80,100,100,80,80,40,100,60,40,80,60,60,60,60,20,3,1
80,100,40,60,60,20,20,20,40,40,20,20,20,40,80,20,1,1
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,20,20,20,20,20,20,20,20,24,20,20,20,20,1,0
100,100,40,100,80,80,40,40,80,52,40,60,44,56,40,20,3,0
100,100,40,20,20,20,24,20,20,20,20,20,20,20,20,20,1,1
100,80,84,40,100,80,100,80,100,100,100,60,80,80,100,80,4,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,100,100,100,100,80,100,100,100,60,100,80,100,80,5,1
20,20,20,20,20,20,20,20,20,20,20,60,20,20,60,20,1,0
40,40,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,1
60,40,60,40,60,60,40,60,40,60,52,60,60,40,60,40,2,1
100,100,80,80,100,100,20,60,60,88,80,60,40,80,60,80,5,0
100,100,100,100,80,80,100,60,60,100,80,60,80,60,100,80,4,1
100,100,60,60,80,100,68,80,100,100,88,88,100,60,100,60,4,1
100,100,100,64,100,100,100,80,100,100,100,80,80,80,100,80,4,1
64,64,40,24,40,40,60,20,40,40,20,20,20,20,20,20,3,0
100,100,80,68,100,100,100,80,100,100,100,80,20,60,40,60,4.8,1
60,20,20,20,20,20,20,20,40,20,40,40,20,20,40,20,1,1
100,100,20,20,40,20,20,20,40,40,40,60,40,40,40,40,3,0
80,80,60,40,100,100,100,60,100,100,80,68,60,80,100,80,5,1
100,100,100,60,100,100,100,100,100,100,100,100,100,84,100,100,5,1
100,80,100,80,60,40,100,20,20,60,80,60,40,60,40,60,4,1
60,20,20,20,60,20,20,20,20,20,20,20,20,20,20,20,1,0
100,76,60,80,60,60,60,60,60,80,60,40,40,40,60,40,1,1
20,60,20,20,40,20,20,40,20,40,20,40,40,20,60,40,1,0
20,36,20,20,32,20,20,20,20,20,20,20,40,20,40,40,1,0
100,100,60,60,60,40,80,80,100,60,60,60,60,20,80,20,4,1
60,84,20,20,20,40,20,20,20,20,20,40,20,40,80,20,1,0
100,100,60,60,60,60,20,40,20,60,80,52,40,60,80,40,2,1
100,100,100,20,100,100,100,100,60,100,100,80,100,100,100,80,5,1
100,100,100,20,100,100,80,80,100,100,100,80,80,80,80,100,4,1
20,20,40,40,100,100,80,100,80,100,100,80,80,80,100,100,5,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,5,1
100,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,80,80,80,80,80,80,60,60,100,100,80,60,60,80,40,3,1
80,100,20,20,100,80,80,80,60,100,100,100,80,80,100,80,4,1
60,60,40,60,100,60,40,20,20,20,60,36,60,20,60,40,2,0
100,92,20,20,20,20,20,20,44,36,28,40,20,40,40,40,1,0
20,20,20,20,36,28,20,20,20,20,24,20,20,20,20,20,1.6,1
100,100,100,60,100,100,100,80,80,100,100,80,80,80,100,80,4,1
100,100,20,20,40,28,20,20,40,20,20,20,20,20,60,40,1,1
80,100,100,60,100,100,96,100,100,100,100,100,80,100,100,60,5,1
100,100,80,84,100,100,88,92,88,80,84,60,60,60,60,80,4.6,1
80,40,60,60,40,60,60,40,100,60,80,60,44,40,60,40,3,1
20,20,20,20,60,28,20,20,20,20,20,20,20,20,40,20,1,1
100,100,80,76,96,100,80,80,68,80,100,80,84,80,96,80,4.8,1
60,60,20,40,20,20,20,20,20,40,40,40,20,20,20,20,1,0
40,20,20,40,20,20,20,20,20,20,20,20,20,20,40,20,1,1
100,100,80,80,100,100,100,100,80,100,100,80,80,80,100,80,5,1
100,100,100,80,100,100,80,100,80,100,92,80,60,100,80,40,3,1
60,72,20,20,20,20,20,100,20,20,20,20,20,20,40,20,1,0
100,100,80,100,100,80,60,80,100,80,60,80,60,60,100,40,4,1
60,60,20,20,20,20,20,20,20,32,28,20,20,20,20,20,1,0
60,100,80,96,100,80,76,20,80,92,80,72,80,76,64,56,5,1
20,80,80,60,80,60,100,60,84,100,84,80,60,60,60,40,3.6,1
60,20,40,20,100,100,20,20,20,20,40,20,20,20,40,20,1,0
80,80,20,36,20,28,20,20,20,20,20,20,20,20,20,20,1,0
100,100,80,100,100,100,100,100,100,100,100,60,100,80,100,80,5,1
100,80,40,40,20,20,40,40,32,20,44,40,40,20,60,20,2,1
100,100,20,20,20,40,20,20,40,20,40,80,20,20,20,40,1,0
100,84,40,40,20,40,40,20,52,60,68,40,40,60,80,40,4,0
52,60,20,24,24,20,20,20,40,28,32,40,40,28,44,40,1,0
100,80,60,80,60,80,80,100,100,60,60,60,20,60,60,60,5,1
60,60,24,20,20,20,100,20,20,20,36,28,40,40,40,40,1,0
100,100,20,20,20,20,100,20,20,20,20,20,20,20,40,20,1,0
40,56,20,20,100,20,20,20,20,20,28,20,20,20,40,20,1,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,5,1
80,100,60,80,100,100,100,80,100,100,100,60,80,60,100,80,5,1
100,100,60,100,100,100,100,100,100,100,100,60,80,60,100,60,5,1
100,100,40,40,60,60,80,60,20,60,80,60,40,40,60,60,3,0
100,100,60,80,60,80,60,60,80,80,80,60,60,60,60,40,3,1
100,100,76,64,60,100,80,80,40,64,80,76,40,40,60,60,3.8,0
60,60,60,60,80,60,60,80,60,60,80,80,40,60,80,60,3,0
40,100,20,20,20,20,20,20,20,20,20,40,20,40,20,20,1,0
60,100,80,80,80,60,60,100,100,80,60,40,60,40,60,100,1,1
60,80,36,20,40,40,20,20,20,40,40,32,40,40,40,60,1,0
80,40,60,20,40,20,20,20,20,20,20,40,20,20,40,20,1,0
40,48,100,20,20,20,20,40,20,20,40,20,20,20,60,20,1,0
100,100,40,40,80,80,100,20,80,80,80,20,20,60,80,20,4,1
40,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,92,100,100,20,100,92,80,100,76,100,80,100,80,5,1
100,92,88,40,100,100,40,80,80,100,80,60,80,60,80,80,4,1
20,60,20,20,36,20,20,20,20,20,40,20,20,20,20,40,1,0
100,80,52,80,80,20,20,20,40,40,40,60,40,40,60,40,2,NA
100,100,80,80,100,100,100,100,100,92,100,80,100,100,100,60,4,1
100,100,80,80,80,80,60,100,100,80,88,80,80,80,80,60,5,1
20,100,36,100,100,60,100,100,80,100,80,60,40,40,40,20,3,1
80,80,60,40,80,60,40,60,60,60,80,60,60,60,80,40,3,1
100,100,80,68,80,80,60,60,100,80,80,68,60,60,100,60,5,1
100,100,40,80,60,60,40,40,60,60,60,60,40,40,60,40,3,1
100,100,80,60,80,100,80,40,80,80,100,80,60,80,100,60,4,1
60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,52,40,40,80,40,40,60,40,40,60,40,20,40,40,2,0
100,96,80,100,100,80,60,100,100,80,100,60,60,80,80,60,5,1
80,80,20,20,20,40,80,20,60,20,20,20,20,40,40,20,3,1
40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,20,60,20,20,20,40,20,32,20,20,40,80,40,2,0
100,100,100,60,100,100,80,80,80,100,100,60,60,60,80,60,4,1
80,80,20,20,20,20,20,20,20,20,24,24,20,20,20,20,1,0
60,80,80,60,100,100,20,60,80,80,100,80,40,60,60,80,4,1
60,40,20,20,56,20,24,20,20,40,24,20,20,20,40,20,2,0
100,20,20,20,40,20,20,20,20,20,20,40,20,20,20,40,1,0
88,80,80,56,76,72,48,56,60,76,88,64,60,56,72,60,3,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
80,100,100,60,100,100,60,80,60,100,100,80,60,60,80,60,5,1
80,100,40,40,100,100,100,60,100,100,100,80,80,60,100,80,4,1
20,20,60,60,40,20,60,40,80,60,60,60,40,40,60,40,1,1
60,72,20,20,20,20,20,20,20,20,40,20,20,20,20,20,1,0
100,100,68,76,100,80,60,80,80,68,80,64,60,60,80,60,4,1
60,100,40,60,80,80,40,40,80,60,60,60,60,60,60,40,1.8,0
100,100,60,88,60,80,68,80,88,72,88,80,60,64,72,60,3.6,1
40,100,20,20,60,60,20,40,100,100,100,60,80,80,60,60,5,1
100,100,60,64,40,20,20,20,20,20,40,40,20,20,40,20,2,0
60,100,92,20,100,100,100,100,76,100,100,60,40,20,40,60,5,1
60,60,100,80,100,100,100,100,100,80,100,84,20,100,80,100,4.6,1
100,88,80,100,80,92,100,60,60,100,92,60,80,60,80,40,5,1
100,100,20,100,100,80,60,100,100,80,80,60,80,60,80,60,5,1
100,100,100,60,80,80,80,60,100,100,80,68,100,80,60,60,4,1
60,80,20,40,60,60,40,80,80,60,68,48,60,44,64,20,2,0
100,96,80,40,80,80,40,40,80,80,80,60,60,60,80,60,5,1
100,96,60,100,100,100,40,80,76,60,60,68,60,60,60,60,3,1
100,20,20,20,100,100,100,84,60,92,60,60,92,80,88,80,4.8,1
80,100,56,64,80,80,80,80,80,80,80,60,60,60,60,60,3,1
20,88,100,100,100,100,100,80,100,100,100,80,100,80,100,80,5,0
100,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,44,24,20,20,20,20,20,20,20,20,20,20,24,24,20,1,0
100,100,60,60,100,100,100,100,92,100,100,60,80,60,100,100,4.8,0
80,80,20,20,60,20,20,40,20,20,20,20,20,20,20,20,1,0
100,92,40,60,44,40,40,40,60,80,80,60,40,60,80,60,1,0
100,80,20,60,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,80,100,100,100,100,100,100,60,100,100,80,60,60,60,40,3,1
100,20,20,24,100,20,20,20,20,20,32,28,100,20,32,20,1,0
60,60,44,52,40,40,40,40,40,40,44,44,40,60,40,40,1,1
40,40,20,100,100,20,20,20,20,20,20,20,20,20,20,20,1,0
100,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,60,20,20,20,28,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,60,80,100,80,80,80,100,64,80,60,60,20,60,60,3,1
100,100,20,60,20,20,20,20,20,20,20,40,20,20,20,20,1,0
80,100,72,64,80,100,80,20,60,84,100,80,80,60,80,60,4,1
100,88,60,60,80,80,60,60,60,80,80,80,60,60,60,40,3,1
40,40,20,20,40,40,80,20,20,20,40,60,20,20,20,20,1,0
60,20,80,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,40,40,100,80,80,80,60,80,80,60,60,40,80,60,4,1
100,20,20,76,100,100,100,100,100,100,100,76,100,100,100,60,5,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
80,92,60,64,68,64,40,40,60,52,60,52,40,60,60,40,2,0
80,100,60,60,52,48,60,40,60,20,56,48,40,40,60,60,3,0
100,100,60,40,60,80,60,80,100,60,60,48,60,40,60,40,4,1
72,100,100,100,100,100,84,84,76,84,92,76,80,80,60,60,4.6,1
60,60,20,28,100,20,60,20,20,20,32,20,20,20,20,20,1,0
100,96,20,60,100,20,20,20,20,20,40,60,20,20,60,20,1,0
20,80,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,0
100,20,20,20,60,20,20,20,40,20,80,28,20,20,80,20,1,0
60,60,28,28,48,24,32,44,40,20,28,20,20,20,40,20,1,0
20,72,20,40,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,80,80,60,80,80,60,80,100,68,20,40,80,60,3,0
40,60,20,40,40,40,40,20,40,40,40,40,40,40,20,20,2,0
40,68,80,80,100,80,60,40,100,100,72,64,60,52,60,40,4,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,72,40,20,60,60,20,20,60,60,40,60,20,60,80,20,1,1
100,100,60,40,100,100,80,80,100,100,100,80,80,80,100,60,5,1
100,100,20,52,72,60,40,20,80,84,72,40,40,48,84,60,2.8,0
40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,80,100,60,20,20,20,20,40,20,20,20,20,20,40,20,1,1
100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,80,100,100,100,80,100,96,92,100,100,80,60,100,60,5,1
60,20,40,20,20,20,20,20,20,40,20,20,20,20,60,20,1,0
80,100,40,80,100,100,60,80,40,80,100,60,60,60,80,52,5,1
80,84,60,60,100,40,20,40,52,40,56,52,60,60,60,40,2,0
40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
48,68,36,60,20,20,40,60,80,40,20,24,40,20,40,20,1,0
100,100,40,36,20,20,20,20,20,20,20,20,20,20,60,20,1,NA
80,100,72,60,84,80,60,56,20,64,80,80,80,40,80,80,3.8,1
60,40,40,20,20,80,20,20,40,80,60,40,40,20,40,60,1,0
100,100,60,80,100,100,80,80,80,100,88,60,80,80,88,40,2,1
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,60,60,56,60,60,80,60,100,56,60,60,60,60,64,40,3,1
100,100,40,60,20,20,20,20,40,20,28,40,20,20,20,20,1,1
60,76,40,40,36,36,100,52,56,60,60,44,48,28,48,40,1,0
100,100,80,60,80,100,80,80,80,80,100,80,80,80,80,80,5,1
100,100,80,84,100,80,40,100,60,60,80,60,60,64,60,40,3,1
60,76,100,48,20,20,20,20,20,20,40,40,40,36,80,20,1,0
100,80,20,60,40,20,60,20,20,20,20,20,20,20,20,20,1,1
80,60,80,60,40,20,20,40,40,40,40,40,20,20,40,20,1,0
100,100,20,40,80,20,20,20,40,20,20,20,20,20,20,20,1,0
100,100,80,80,68,60,100,60,88,80,76,60,64,60,60,60,3.2,1
80,80,20,24,32,20,20,20,40,28,24,60,28,24,80,20,1,1
40,40,20,20,20,20,20,20,20,40,20,40,20,20,20,20,1,0
100,100,60,100,100,100,100,100,100,100,100,84,80,80,100,80,5,1
100,100,40,100,100,100,100,80,80,100,100,80,80,80,80,80,4,1
40,20,20,20,20,28,20,20,20,20,24,20,20,20,20,20,1,0
100,100,28,100,40,20,20,20,20,20,40,20,20,20,40,20,1,0
80,44,60,20,20,20,20,20,20,20,20,40,20,20,60,20,2,0
100,100,52,60,60,20,44,20,20,20,40,32,60,40,60,40,2,1
100,80,20,20,20,20,20,20,24,20,20,20,20,20,40,20,1,1
40,60,20,20,60,44,20,40,36,32,60,60,40,60,60,40,1,0
60,60,20,20,40,20,20,20,40,20,40,60,40,40,40,20,1,0
20,20,20,20,80,28,20,60,20,20,20,20,28,28,20,20,1,0
100,100,100,60,100,100,40,100,40,100,100,60,80,100,100,100,5,1
60,60,40,32,40,36,20,20,20,40,40,40,40,36,60,60,2,0
40,40,20,20,40,40,20,20,20,20,40,40,20,20,40,40,1,0
100,100,60,60,100,100,100,40,40,100,100,100,60,60,100,60,5,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,68,20,20,20,20,20,20,20,20,20,60,20,20,60,20,1,0
20,20,20,20,60,20,20,20,20,20,20,20,20,20,40,20,1,0
100,100,20,20,100,100,100,100,100,100,100,60,80,80,100,80,5,1
100,100,100,100,100,80,80,40,100,100,100,80,60,80,100,40,4,1
40,100,20,40,60,20,20,20,20,20,40,60,20,20,80,20,2,1
100,100,40,40,100,100,100,60,100,80,100,60,60,60,100,60,5,1
100,88,24,24,60,28,20,60,20,20,20,20,20,20,40,20,1,0
100,20,20,100,100,20,20,20,20,20,20,20,20,20,20,20,1,0
60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,96,68,48,20,20,20,20,48,64,100,60,60,52,56,100,1,1
44,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,52,20,20,20,20,20,20,40,20,20,20,20,20,20,20,1,1
80,20,20,20,40,40,20,40,20,20,40,36,40,40,60,40,2,0
40,84,20,20,20,20,20,20,20,20,20,40,20,20,20,20,1,0
100,60,40,40,60,40,20,40,60,60,60,56,60,40,60,40,2,0
100,60,20,20,20,20,20,32,20,40,20,20,20,20,20,40,1,0
100,100,40,60,60,80,100,60,100,100,100,80,80,80,100,80,4,1
100,100,40,60,68,36,20,20,68,80,76,60,40,40,84,52,1,0
80,80,80,100,100,100,80,80,80,100,100,60,80,80,100,100,5,1
60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,100,100,20,100,100,100,100,20,100,100,100,100,80,100,20,5,0
100,60,20,20,100,20,20,20,20,20,20,20,20,20,80,20,1,0
80,80,40,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
60,80,20,20,60,40,40,20,40,40,40,60,20,20,20,20,1,0
40,52,80,20,20,20,20,20,20,20,20,40,20,20,60,20,1,0
60,20,20,20,60,60,60,80,20,60,60,60,40,40,80,20,3,1
100,100,60,60,100,100,100,80,60,100,100,80,80,60,100,60,4,1
80,80,100,60,100,100,100,80,60,100,80,60,40,60,80,60,5,1
100,100,80,40,80,100,60,80,100,100,100,60,80,80,100,80,5,1
60,80,20,20,60,80,60,60,80,60,60,60,60,60,60,60,3,1
60,60,40,20,40,40,40,20,40,40,60,60,40,40,40,40,4,0
100,100,80,60,100,100,100,80,80,100,100,60,60,60,80,60,5,1
60,20,20,20,20,20,20,20,20,20,28,20,40,20,40,20,1,1
60,100,20,100,20,20,20,20,20,20,20,20,20,20,60,20,1,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
60,80,80,40,80,60,80,40,60,60,80,60,40,60,60,60,3,1
100,100,80,60,80,80,80,80,80,80,80,60,60,40,80,80,3,1
100,100,100,20,100,100,80,100,100,100,100,80,100,80,100,80,5,1
60,100,40,40,80,80,20,20,60,40,80,60,60,40,80,40,2,1
80,88,40,40,40,40,20,20,40,60,40,20,40,40,40,40,2,1
100,100,20,20,100,100,80,80,60,100,100,60,100,80,100,100,5,1
100,88,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,0
100,100,20,20,80,100,60,20,80,60,80,72,80,20,80,60,4,0
100,100,100,96,100,100,100,80,60,100,100,80,60,60,100,60,5,1
100,80,100,100,100,80,40,40,100,100,100,60,100,80,80,40,5,1
40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,80,60,60,40,20,20,20,20,36,60,60,20,20,60,40,1,0
100,40,100,100,100,100,100,100,100,100,100,80,60,100,100,80,5,1
60,60,80,80,60,60,60,80,80,80,60,60,20,20,100,40,3,0
40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,60,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,1
60,60,20,20,36,20,20,20,20,20,40,20,20,40,60,40,1,0
40,64,20,20,20,20,20,20,20,20,20,20,20,20,40,40,1,0
100,100,60,20,20,20,20,60,20,20,40,60,20,20,100,20,1,0
100,100,20,40,20,40,40,20,60,20,40,40,40,20,100,40,2,0
100,40,40,40,40,20,20,20,20,100,20,40,20,20,40,40,1,0
60,100,20,20,20,20,20,20,60,20,20,60,20,20,40,40,1,0
100,100,80,100,100,100,40,100,80,80,100,80,60,40,100,40,5,1
100,96,100,60,80,100,40,40,100,100,100,60,100,100,100,60,3,NA
60,100,40,40,20,40,20,20,20,20,40,20,20,20,80,20,2,1
100,100,20,20,80,80,40,40,60,60,80,80,80,60,80,60,4,1
60,60,20,60,40,60,20,20,20,20,20,20,20,20,60,20,1,0
100,100,100,40,100,100,100,100,60,100,100,60,80,80,100,100,5,1
100,60,80,60,100,80,40,80,80,80,80,80,60,80,80,60,4,1
100,100,80,100,80,80,40,40,80,80,60,40,60,60,100,60,3,1
80,72,20,20,100,20,20,20,40,20,20,40,60,20,80,40,1,0
100,100,100,100,100,80,20,20,20,20,40,20,20,20,80,20,1,0
20,80,80,84,20,100,40,40,60,56,72,60,64,48,80,44,5,1
40,68,20,20,40,20,20,20,20,20,20,20,20,40,60,20,1,0
100,20,20,20,64,20,20,20,20,20,60,20,20,20,80,40,1,0
100,100,20,100,100,92,80,88,84,80,92,80,76,100,92,60,4.4,1
100,40,60,20,60,60,20,20,40,40,60,20,40,40,40,40,2,1
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,60,100,100,100,100,100,100,100,80,100,100,100,100,5,1
60,20,40,20,60,20,40,40,20,40,40,36,40,20,60,20,1,0
20,20,20,20,40,40,20,20,40,20,40,20,20,20,40,20,1,0
40,20,20,20,20,20,20,20,28,20,20,20,20,20,20,20,1,0
100,60,40,40,20,20,20,20,20,20,20,20,20,20,40,20,5,1
100,100,20,40,100,100,80,80,80,100,80,60,60,80,100,60,3,0
100,100,20,20,100,100,100,20,100,100,100,60,60,60,100,40,3,1
60,20,60,20,20,20,20,20,20,20,20,20,20,20,40,20,2,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1
100,100,40,100,80,100,60,40,60,80,80,60,40,40,80,20,3,1
100,20,100,20,100,100,100,80,20,96,100,60,60,80,100,100,5,1
60,40,80,40,80,100,60,40,40,80,80,60,60,60,80,60,4,0
20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,1,NA
56,76,20,100,72,68,52,60,40,44,64,60,60,60,60,40,3,1
100,80,20,20,80,20,80,20,20,20,20,20,20,20,40,20,1,0
40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,68,20,20,40,20,20,20,20,20,20,20,20,20,60,20,1,0
80,100,100,80,80,60,80,80,60,80,80,60,60,60,80,20,5,1
100,100,20,20,100,80,60,60,20,20,80,20,40,20,20,20,3,1
20,20,60,52,60,80,60,60,60,80,80,60,60,40,80,40,4,1
100,60,80,80,100,100,80,80,60,80,100,100,60,60,80,40,4,1
92,100,100,100,100,100,100,100,100,100,100,40,100,100,100,100,5,1
100,100,60,60,100,60,60,40,100,100,60,60,40,40,80,40,2,1
60,80,60,60,80,60,84,76,60,60,72,60,40,20,60,80,4,1
60,92,60,40,40,60,40,80,80,80,60,64,60,60,80,40,4,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,20,2,1
60,40,20,20,40,20,20,20,40,60,20,20,20,20,20,20,1,0
20,100,20,60,20,20,20,20,20,20,20,20,20,20,20,20,1,0
80,80,20,20,20,20,20,20,20,20,20,40,20,20,40,20,1,0
60,20,20,20,20,20,20,20,20,20,40,28,20,20,20,20,1,0
80,80,80,100,80,80,60,40,60,80,80,80,64,60,80,60,3,1
20,40,20,20,20,20,40,20,20,20,24,20,20,20,20,20,1,0
20,36,20,20,80,20,20,20,20,20,20,20,20,20,20,20,1,0
60,60,80,80,60,60,60,60,60,60,60,60,60,60,60,80,3,1
100,100,60,100,100,60,100,60,40,40,60,60,20,20,40,20,1,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,68,40,20,20,20,20,20,20,40,20,40,20,20,40,40,1,0
20,40,40,20,80,40,20,20,80,40,40,40,40,32,60,60,2,1
40,20,20,20,80,20,20,20,20,20,20,20,20,20,20,20,1,0
100,88,28,60,20,20,20,20,24,20,20,20,40,20,40,20,1,0
40,100,40,20,100,100,80,80,60,80,100,72,100,80,60,80,4,1
20,100,68,100,60,80,20,100,100,100,80,60,60,20,100,60,4,1
100,80,20,40,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,20,20,20,20,20,20,20,20,40,20,20,20,20,20,1,0
60,60,20,20,80,60,20,20,40,20,60,40,20,20,60,20,1,0
80,80,20,60,20,20,100,20,100,40,20,40,40,20,80,20,1,0
40,56,40,20,20,20,20,20,20,20,20,40,40,40,80,20,1,0
100,60,20,100,20,28,24,40,28,20,32,20,40,20,60,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,1,0
20,100,100,80,100,100,100,100,80,100,100,60,80,60,100,100,5,1
100,60,20,40,48,20,20,20,20,20,20,20,32,20,28,20,1,0
100,100,100,40,100,100,100,60,80,100,100,60,100,100,60,100,5,1
60,68,80,60,80,80,60,60,80,80,80,60,60,60,60,40,3,1
100,100,100,60,100,100,100,100,100,92,100,80,60,100,100,80,5,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,20,20,40,20,20,20,20,24,20,20,20,20,20,40,20,1,0
40,20,20,20,80,40,20,20,20,20,40,40,40,40,40,40,2,0
80,100,24,28,80,36,24,60,24,48,48,36,40,80,80,20,2.8,1
60,100,100,100,60,60,40,60,80,80,100,60,60,60,80,60,4,1
20,68,20,20,20,20,40,80,20,40,40,40,20,20,20,40,1,0
60,100,60,60,60,40,40,80,60,40,60,48,40,40,60,60,2.2,0
100,96,40,20,40,40,40,20,40,40,40,20,20,20,40,20,1,0
100,100,60,60,80,80,80,60,80,80,100,60,20,40,80,40,2,1
60,24,20,28,44,32,20,32,20,20,32,24,24,20,32,20,1,0
60,60,60,20,80,60,60,80,60,80,60,40,60,40,80,20,3,1
100,60,60,100,100,100,60,60,40,60,60,44,40,60,60,40,3,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,20,28,32,80,20,20,20,32,36,28,32,40,32,44,20,1.6,0
80,80,100,60,40,40,40,40,60,40,60,40,20,40,60,20,3,1
100,92,56,56,68,68,68,52,56,60,80,84,48,48,56,40,3.4,NA
100,100,100,60,100,100,60,60,80,100,100,80,80,80,100,80,5,1
20,40,20,20,20,40,20,20,20,20,40,20,20,20,60,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
